City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,zuyevka,58.405,51.1335,14.09,93,24,1.74,RU,1726368223
242,pathein,16.7833,94.7333,29.34,76,95,4.39,MM,1726368225
243,al bardiyah,31.7561,25.0865,25.2,72,32,5.51,LY,1726368226
244,loreto,22.2667,-101.9667,17.62,92,100,4.78,MX,1726368227
245,sorong,-0.8833,131.25,29.09,74,56,6.41,ID,1726368228
246,gebeit,21.0667,36.3167,28.99,36,2,1.32,SD,1726368229
247,ulanhot,46.0833,122.0833,22.23,39,7,3.53,CN,1726368230
248,saint-pierre,-21.3393,55.4781,18.82,52,20,3.6,RE,1726368232
249,urucara,-2.5364,-57.76,28.49,48,7,1.38,BR,1726368234
250,kohtla-jarve,59.3986,27.2731,14.59,84,98,2.4,EE,1726368235
251,aripuana,-9.1667,-60.6333,27.59,32,14,0.93,BR,1726368236
252,bagan serai,5.0108,100.541,27.81,79,99,1.06,MY,1726368237
253,wladyslawowo,54.7909,18.4009,14.96,83,100,10.23,PL,1726368239
254,lamu,-2.2717,40.902,24.19,82,92,6.54,KE,1726368240
255,thunder bay,48.4001,-89.3168,18.99,82,100,2.57,CA,1726368241
256,dakhla,23.6848,-15.958,19.77,94,0,5.35,EH,1726368243
257,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.54,GF,1726368244
258,at taraf,25.3628,49.725,27.3,39,0,2.23,SA,1726368245
259,choyr,46.3611,108.3611,12.81,54,68,6.18,MN,1726368246
260,karratha,-20.7377,116.8463,31.33,20,100,9.28,AU,1726368247
261,saipan,15.1355,145.701,30.39,79,75,6.17,MP,1726368248
262,princeville,45.7668,-61.2985,13.06,87,0,2.06,CA,1726368249
263,georgetown,5.4112,100.3354,29.96,77,20,1.54,MY,1726368251
264,hermosillo,29.0667,-110.9667,32.6,65,6,4.47,MX,1726368244
265,arawa,-6.2132,155.5367,29.42,72,97,2.09,PG,1726368253
266,mejit,10.2753,170.8646,28.09,82,100,8.21,MH,1726368254
